CustomerID,Churn,Tenure,Gender,AppTime,Complain,OrderIncrease,OrderCount,InactiveDays,CashbackAmount,Summary,Text,Sentiment_Score
50622,0,14.0,Female,2.0,0,16.0,5.0,10.0,299.73,Great Tasting Green Tea,"I switched to green tea several years ago after reading about the health benefits of green tea vs. regular brewed tea.  After trying many different brands, I settled on Celestial Seasonings Green Tea because of its rich tea flavor.  Finding it on Amazon was a plus, I now have it on auto ship and never run out of tea.",0.95
50623,0,11.0,Male,2.0,1,12.0,1.0,0.0,168.61,Multi-Bran Chex is great,"This cereal is great, I think much better than any of the other Chex cereals.  I do not know why it is so hard to find in the grocery stores???  I hope Chex gets more aggressive with marketing this cereal as it is really a great one.",0.97
50624,1,0.0,Male,3.0,0,18.0,2.0,2.0,149.69,Best of Britain,One of the best in the world.  First tried this salt in Scotland and have been buying it ever since.  Worth the price.,0.98
50625,1,15.0,Female,2.0,0,16.0,6.0,9.0,298.45,Coffee review,"I think Folgers is an excellent coffee choice. I have been drinking it ever since I have been drinking coffee, about 30 years. It is good at the beginning of the pot and just as good at the end of the pot.",0.98
50626,0,17.0,Female,2.0,1,18.0,3.0,11.0,233.2,Not Thrilled,"This product is difficult to use and very messy.  I had high hopes for it.  The taste is difficult to get past - it is VERY salty.  It is a VERY fine powder that is black (roasted/charcoal eggplant) the directions have you wet your toothbrush and place it in the powder then ""brush"" your teeth and gums with it.  Fist off, I'd not place a toothbrush over and over into a container as this does not seem sanitary - and it blackens everything - brush, teeth, sink etc.... and the powder is fine and seems to get everywhere.  Instead I opted for using a Q-tip to apply the powder - still was very messy.  I can't speak to its medicinal properties as I was unable to get past the mess and taste. I had read positive reviews regarding healing properties - it seems this might be mostly due to the salt.<br /> Here is the write up off of the Eden site itself.<br />EDEN Dentie Toothpowder is a traditional Japanese tooth and gum powder, called 'denshi' in Japan. It was kept in every bathroom cabinet. In the 1960s George Ohsawa (1893 - 1966), the founder of modern macrobiotics, rediscovered Dentie and began recommending it to his students.<br />EDEN Dentie Toothpowder is made in Japan from only the calyx (stem) of Japanese eggplant and sea salt. The eggplant is first cleaned, the calyx and a bit of the vegetable is sliced away, then pickled with sea salt for a few weeks. When finished pickling, the eggplant is dry roasted until it is like charcoal. The charred eggplant is then ground to a fine powder, allowed to cool and packed. EDEN Dentie Toothpowder contains no chemicals, coloring agents, refined sugars or preservatives.<br /><br />Dentie Toothpowder's minerals keep the gums clean and firm, and counter bacteria that may lead to gum problems. Use it once or twice a week to help keep gums and teeth healthy. Simply moisten your fingers or a toothbrush and rub on gums. Leave it on for several minutes and rinse thoroughly. Dentie may also be added to water in a gargle occasionally for a sore throat. It is not recommended for vigorous or everyday brushing as it is abrasive.<br /><br />Please note: Do not use Dentie Toothpowder on open wounds as suggested in some older macrobiotic publications, as it may become embedded under the skin causing a bluish scar.",-0.77
50627,0,23.0,Female,3.0,0,12.0,1.0,13.0,163.47,Highly rated -- especially for CLL patients,"My alternative medicine doc, who is also an MD, recommended this product due to my leukemia.  There was a study by the Mayo Clinic of patients with CLL  [my form of the disease]  and there were some statistical data showing benefits for CLL patients who took a green tea extract -- strength not specified by the Mayo Clinic.  I ordered this product as soon as I was diagnosed, and found immediate relief from swolen glands, and night sweats.  I contacted the manufacturer, using the info on the label, and they have oncologists as consultants. The response to my question: ""how much can I take?"" came back as 3 times daily.<br /><br />Five months later, swelling is minimal, night sweats rare.  Doctor says my WBC is stable....  Those results are hard to dispute, in my opinion.<br /><br />Given the info above -- this is a great product, full of good anti-oxidents, but with some minimally proven benefits for CLL patients, like me.<br /><br />Shipping was extremely prompt, so I couldn't have asked for more from them.<br /><br />Five stars!!!",0.7
50628,1,0.0,Female,3.0,0,16.0,15.0,14.0,127.43,My cat's favorite flavor,"My cat absolutely loves this flavor. Normally, I have to coax her to finish her food, but when I give her a serving of Chicken & Herring, the bowl is clean in like five minutes. I do not understand why some of the other reviewers blamed the company for selling them bad cans--their cats probably just prefer another flavor. I say experiment to see what your cat will eat, and stay away from cat food with grains in it!",0.42
50629,0,12.0,Female,2.0,1,13.0,2.0,8.0,208.8,My kitty does NOT like this style of food,"This stuff is little bits in a sauce rather than a pate-style product.  Kitty does NOT like, although she loves most FF flavors.  She will grudgingly eat it if she's really hungry, but half the time there are still bits left in her dish the next day, albeit licked quite clean of any trace of sauce. (she LOVES sauce - if they ever make a canned catfood that's all sauce, she'll be in heaven)<br /><br />Even our big orange tabby, who's a former street cat and will eat just about anything, (I've seen him eat cooked carrots) doesn't care much for it.<br /><br />If your cats like pate-style food and don't go for the bits and shreds and other flaked-and-form styles, they probably won't like this one either.  Mine didn't.",0.56
50630,0,6.0,Female,2.0,0,19.0,2.0,2.0,123.42,Wonderful Malt Whiskey,"This 12 year old malt whiskey by Famous Grouse is very balanced and smooth.  It has a satisfying flavor that incorporates oak, fruit, and a citrus scent that provides a unique and enjoyable experience.  I also recommend the 18 year which is my favorite.",0.98
50631,0,18.0,Female,2.0,0,13.0,1.0,1.0,276.5,So very pleased in so many ways!,"These are great! The texture is like no other fruit candies --- very soft and easy to chew, unlike a lot of gummy products. I especially like the Berry Patch flavor --- not to strong and just the right amount of sweetness. I am a repeat customer. And, these are all organic. Wonderfully delightful!!!!!!!!!!!!!",0.99
50632,0,5.0,Female,3.0,0,12.0,7.0,7.0,140.25,yummy,"I got this for a friend who has a 1 year old and for my own 11 year old for snacks. I've used these as a great way to keep healthy snacks on hand in the car. It's obviously ideal for babies but older kids may like them, too.<br /><br />this particular flavor isn't my favorite - my son isn't a big fan and my friend's baby isn't, either-it's tangy and tart.<br /><br />But, I've used them in smoothies in our Vitamix and it's a great way to add nutrition.",0.85
50633,0,7.0,Male,3.0,0,11.0,1.0,9.0,197.25,Good chili!,This is good chili and I got it at a reasonable price. It's good to have this on the shelf.,0.98
50634,0,30.0,Male,3.0,1,14.0,1.0,5.0,219.04,GREAT for dogs AND cats!,"I had been buying the PureBites at a local pet food store at a considerably higher price.  Since both my dog AND cats love these treats, I was delighted to find them cheaper on Amazon.  They are pure chicken, which is wonderfully healthy, and the best part is that they don't make my dog thirsty or have loose stool as so many other treats can do.  I think they're GREAT!",0.99
50635,0,10.0,Male,2.0,0,16.0,1.0,4.0,121.77,One Love of the Smell of it!,"The name and packaging is what attracted me to it.<br /><br />The smell lured me in; I could sit forever in a coffee shop that smells like it.<br /><br />The struggle to open the outer wrap was frustrating.<br /><br />The brew itself, no matter how it's prepared is ok to good. It's not strong like Starbucks, nor mellow and smooth like Dunkin's. It is mild with no aftertaste. I am a long time coffee lover and drink it black.<br /><br />The choice is sustainably grown organic coffee or taste?  I'm going to mix it up!",0.59
50636,0,26.0,Female,2.0,0,12.0,6.0,12.0,175.25,I've become addicted to Crunch `n Munch,"I have to eat at least one bag a day, it's the most delicious snack I've ever eaten. 99% of all living creatures will find that it taste delicious.",0.98
50637,1,0.0,Male,2.0,0,14.0,1.0,0.0,148.34,I really like this one!,"Taste is a personal thing, isn't it.  So I'll just tell you(as a gauge) my all time favorite K-cup is Timothy's Midnight Magic a ""california roast"" (which is dark). I'm partial to dark roasts and probably would not have even bothered with this Sorrento, but a friend had it, so I tried it, and lo and behold - I'm very glad I did. I find this blend even better than Puck's ""Kopei Ray"" which is his dark roast. There's a whole lot of good flavor here - the word ""luscious"" comes to mind. This one's not available every where and comes at a slight cost premium. I say it's worth it. These will be a regular for me. PS: A suggestion (which seems apparent); as with any k-cup, when you try a new blend, use the plain old 1 cup setting to check it out undiluted the first time.",0.94
50638,1,10.0,Male,2.0,1,14.0,1.0,2.0,120.42,DO NOT BUY NATURA PRODUCTS!***CAUSING HEATH PROBLEMS***,"I put my cat on Evo for 2 years, she got a urinary tract infection.I had to change her food. Right after I changed her food. I found out Evo is terrible for animals, the food is causing alot of health problems and death.I got a letter in the mail stating there is a lawsuit against Innova Evo plus all Natura products.I'm currently in the lawsuit myself.. Evo lied about the ingredients in all their products...DO NOT BUY EVO AND NATURA PRODUCTS!!! (such as Innova Evo, California Natural, Healthwise, Mother Nature, and Karma Dog)Google it, it's called PetproductsSettlement.com.. It's for a $2,150,000 settlement",-0.97
50639,0,10.0,Female,2.0,1,19.0,1.0,0.0,122.2,Great food,The grand edition food basket was delightfully received and very much enjoyed. Good choice for a gift anytime of year.,0.99
50640,0,1.0,Male,3.0,0,22.0,1.0,0.0,110.52,Glad to have found this product!,This spice cannot be found just anywhere.  Can find just about anything on Amazon.  Very happy with the availability of this on Amazon and the ease of purchase.  The quality was as expected.  Price is always the best.  Very happy to have made this purchase.,0.98
50641,0,11.0,Male,3.0,0,16.0,2.0,2.0,128.21,Cosmo,Best for me to mix per my taste. Its an easy mixer. It tastes good. A martini mix that comes right to the door.,0.94
50642,0,23.0,Male,3.0,1,16.0,7.0,7.0,292.37,Good but not tough enough,"I got this for my Anatolian Shepherd because he loves to play hide-and-seek with us but needed a tougher challenge.  This was not tough enough for him.  He was able to figure it out within a few minutes.  Even after we tried to make the game harder by only hiding one treat in one of the many spots away from his view, he was able to find the treat right away and started getting bored.  For pretty smart dogs, try one of the higher challenge level toys.  I just ordered the DogFinder and hopefully that will be more challenging for him.",0.56
50643,0,10.0,Female,2.0,0,15.0,1.0,1.0,141.07,the best,"ya cant stop eatin them,they are so good,my friends are addicted to them,,were all gonna explode",0.97
50644,0,13.0,Male,3.0,0,14.0,7.0,5.0,183.96,Good for serious Chocolate lovers,"These nibs are very bitter, but I knew they would be.  I eat a pinch or two whenever I get a chocolate craving and they sure do kill the craving, which is what I, a huge chocolate junky, was looking for.  A little bit goes a looooooong way ;-).",0.42
50645,0,10.0,Female,3.0,0,13.0,1.0,3.0,120.07,Love this salad dressing!,"The grocery stores are no longer carrying this product for some reason, so I order it from Amazon.  It makes the best vinegrette I have tasted.  I use white basalmic vinegar and olive oil, and mix it according to the ""lower fat"" instructions on the envelope.  It is fantastic!",0.96
50646,0,19.0,Male,2.0,0,16.0,2.0,2.0,296.27,Tastes Great,"This is one of the best tasting waters that I've tried. It is just purified water and not spring water but it has such a pure tasting taste to it. It is enhanced with minerals and honestly, I can taste the mineral taste which I like. Funny that a good tasting water is different from most drinks that we consume. Water is one that we want without any taste or flavor - just pure, fresh, wet and clean. Essentia is one without any noticeable flavors but the mineral taste.<br /><br />I really liked it and gave it to my family too. They were surprised with a yum which isn't really a reaction that I normally get from water.<br /><br />It has 9.5 pH factor and infused with electrolytes. Can't really tell those things from drinking it but good to know. Recommending completely on taste. It's excellent tasting water.",0.98
50647,0,27.0,Female,2.0,0,11.0,7.0,0.0,206.86,I wish this would have worked out,My kid's favorite cereal is Life and I can hardly keep it in the pantry. So I though having this four pack on auto-order was perfect but it was very crushed up and ended up being mostly crumbs. So we went back to buying it in the supermarket. Total bummer :(,-0.86
50648,0,29.0,Female,3.0,0,19.0,1.0,3.0,129.42,Taste Great,"We picked some of these up this week. They're very convenient and quite handy to have around just to grab when you're walking out the door. The taste is about what you'd expect from Hershey's chocolate milk, it's chocolate, it's sweet, and it's really good. It's nice that they don't need to be refrigerated either, at least until after they are opened.<br /><br />On the one hand these are better for a child than cola, but on the other hand there's still a lot of sugar in them and 200 calories in only 8 oz. I'm looking at the servings right now and for one container it has 29 g of sugar. I'll grant you it's not empty calories because there's 30% of the daily intake of calcium, but still if you can train the kid to drink skim milk that's fewer calories for them.<br /><br />When I was a kid my parents used to give me skim milk with not much chocolate powder in it. My real treat was the 2% chocolate milk at school, but it was fairly rare to get it; they'd have chocolate milk maybe once a week. These things probably aren't all that bad by comparison to some of the junk food kids eat. I just feel a little wary if feeding them lunch for lunch because the calories do add up.<br /><br />I'd never tell anybody how to raise their kids (or what to drink themselves), but I for one plan to have these as a treat every now and then instead of as a regular part of my diet. Anyway, they are tasty and I'd recommend.",0.96
50649,0,9.0,Female,2.0,0,11.0,7.0,8.0,188.58,Treats,"All my cats, but one like them.  I foster cats and have 14 now.  They come running at night, after I have scooped the litter boxes.  They know it is treat time.  It is a real convenience to have a box of Temptations delivered  to my door...especially in the winter with the snow on the ground.",0.81
50650,0,28.0,Male,2.0,0,15.0,6.0,2.0,267.56,Soy Milk review,"Great to have handy in car while on the go.  Requires no refrigeration.  All flavors are very tasty.<a href=""http://www.amazon.com/gp/product/B00112W162"">ZenSoy, Soy On The Go Chocolate, Organic Soy Milk, 8.25-Ounce Aseptic Packages (Pack of 15)</a><a href=""http://www.amazon.com/gp/product/B00112XJUY"">ZenSoy, Soy On The Go Cappuccino, USDA Certified Organic Soy Milk, 8.25-Ounce Unit (Pack of 15)</a>",0.97
50651,0,16.0,Male,3.0,0,13.0,3.0,0.0,234.0,best service,"product was sent out right away, and was as advertised. great place to buy, but it takes some research to learn how to use this product. Very healthy stuff!",0.96
50652,1,0.0,Female,2.0,1,14.0,1.0,2.0,123.23,Beyond Good!,"I have tried 4 different Nana's cookes(3 Gluten Free & 1 w/Gluten) and they all are good!  Finally a company makes a great cookie w/out refined sugar!  Thank you, Nana!!",0.99
50653,1,10.0,Female,2.0,0,13.0,1.0,0.0,114.16,Good price and good product,"The price is cheap with subscription. Even better than warehouse price. Products are as expected. Healthy food, slight sweet and good for adding fiber in diet.",0.96
50654,0,19.0,Female,3.0,1,23.0,1.0,7.0,146.15,Great Product,My dog is 11 years old and has a bad back. He is a VERY picky eater.  He LOVES these treats and asks for them if we forget to give him one. (Which is seldom because he is so spoiled) There is a bit more of a perk in his step since we've discovered this product. The cost here on Amazon is fantastic too because the stores have been charging me $7.99 a bag. (NYC prices yikes),0.93
50655,1,14.0,Male,2.0,1,12.0,2.0,7.0,124.61,dogs love it!,"Both of my dogs love them and try to take each other's, which is hilarious because the bones are HUGE, and they can barely fit one in their mouths!",0.94
50656,1,0.0,Male,3.0,0,12.0,1.0,9.0,187.22,"Blue, no salt added -- amazing!!","I've been a subscriber to the Blue Chips with no salt added for about a year now and love them. These chips are great for nachos or with good salsa, and probably other things I haven't tried. Now that I've been eating them without salt for so long, eating salted chips is like an overload. You'll get used to it and appreciate the health benefits.<br /><br />I only wish they were cheaper and came in bigger bags!<br /><br />My mouth is watering now...",0.95
50657,0,0.0,Male,2.0,0,16.0,1.0,3.0,139.55,Good for serious chewer,"My dog is a serious chewer. He actually eats bedding we put in his crate so we had to purchase a high quality Kuranda bed that he can't get his teeth into. Toys can be a problem. I've found Nylabones work very well for him. He has several styles, including this one and loves them. I give him one at night when he is put in his crate and also when he needs something constructive to do during the day. He will often go to his crate, pull out the Nylabone to carry it to where he wants to lounge at the moment. I would definitely recommend this for heavy chewers. We haven't had a problem with Regal breaking off pieces to swallow, but it's always a good idea to supervise any new toy with your dog before giving free access to it. All dogs are different. For Regal, this works and has lasted well.",0.82
50658,0,3.0,Male,2.0,0,15.0,1.0,2.0,199.57,What can you say about M&M's?,"Obviously if you're reading this you've probably already had M&M's - so don't let that stop you from buying this package!  I love the size of this bag because it fills a candy dish that I have out completely with a few left over for me to eat up right away.  They last for a while - though not as long as they should - in my house, but I'll keep ordering them as they are a delicious treat.",0.98
50659,0,14.0,Female,2.0,0,13.0,1.0,8.0,133.76,Variety Pak,This was a no brainer.  I bought it on sale so it was less expensive than the grocery store and had free shipping.  My dog loves this brand and it is a no mess no fuss package.,0.99
50660,0,11.0,Female,3.0,0,18.0,1.0,9.0,188.23,Great Chili Flavor,"This is the perfect chili seasoning/powder. It's not hot at all so you can add as much, or as little, heat as you want with fresh chilies and other powders. I'm glad that I can buy this on Amazon because this is the only chili powder I use.",0.97
50661,0,13.0,Male,3.0,0,20.0,11.0,1.0,203.22,It is okay ... I'll drink it....  but won't buy it again,Perhaps just this batch... not a flavorful tea.  A milquetoast quality.  I like a robust tea so this may be my own misunderstanding of how this blend is supposed to taste.  I'm glad I tried it.,0.63
50662,0,0.0,Male,2.0,0,19.0,1.0,2.0,146.21,Awesome Crisps!!! Arrived in just 8 days in Texas from England!!!!,"These crisps are my favorite.  I ordered these expecting to get them in a month or two, and to my surprise they arrived in just 8 days!!!<br />I immediately ordered 8 more 6 packs, as my entire family wants these crisps.<br />Fantastic company I ordered from.  I am more than pleased!!!!<a href=""http://www.amazon.com/gp/product/B004X9XTIE"">Walkers Worcester Sauce Crisps 6 Pack 150g</a>",0.99
50663,0,28.0,Male,3.0,0,18.0,1.0,5.0,209.76,Holy Hades!,"So I purchased this thinking it would be a novelty item. I just wanted to see people choke, cough, spit and wheeze when they tried this. Quite the opposite happened. These became an IMMEDIATE crowd pleaser. The chip itself is as perfect as a kettle chip can get: crunchy, thick with a robust potato flavor and not greasy. The spices. Dear God the spices. It takes a few seconds, but when the habanero kicks in, yeah, you'll ""feel alive"". The level of heat does not take to your knees. I found myself going for more! Certainly ingesting these does not come without hazards (tear jerking restroom moments), but I guarantee you it is quickly forgotten after that bag stares you in the face when you open the pantry. I'll be ordering more once I'm down to four bags. For the rest of the nation buried under snow, a bag of this will put your body in the Bahamas.",0.41
50664,0,1.0,Female,2.0,0,13.0,1.0,7.0,136.6,My Cat Loves This Stuff,"My cat loves this stuff.  She has diabetes and these are the best treats for her because they are all protein and no carbs.  I test her blood for glucose and have to prick her ears.  This is her reward and she knows that if she puts up with me she gets a nice, fat free, carb free delicious treat.  Take care of your pets and give them nutritious freeze dried meat/chicken rather than the junk food treats that are loaded with uneeded carbs.<br /><br />Also, this is a great price and a large bag lasts for a long time.  Cat and dog Pure Bites are exactly the same with larger pieces in the bag for dogs.  Just break them up and kitties love them too.  I also use the crushed treats to top off a meal and make it tastier.<br /><br />When my friend's bring their dogs by, they always get some too.  All of the pets love this product!!!",0.94
50665,1,7.0,Male,3.0,0,14.0,3.0,6.0,204.82,DisposaKup Lids are OK,"The Disposakup Lids are OK, they work as advertised.  I have no problems.  I suspect, but haven't tried it, that they could be reused if they are carefully rotationally indexed to the Kcup body (using an index mark).  However, one has to consider the cost of the lids themselves (including shipping), plus the cost of the premium coffee, plus the considerable trouble of peeling off the original foil, cleaning out the K-cup, refilling it, as opposed to just getting a bunch of Kcups at Sam's Club for $0.50 each, and tossing the carcasses.<br />However, I am still not sold on the whole Kuring thing.  I got it as a gift.",0.46
50666,0,6.0,Male,2.0,0,15.0,1.0,2.0,171.19,worth the wait,These were on backorder for a long time but well worth the wait. I can finally use the coffee beans I've had for awhile and have a great cup of coffee with no grounds. I totally love the product and will definately order more in the future. Would like to see them in 100 count.,0.98
50667,1,0.0,Male,2.0,1,22.0,4.0,7.0,195.82,black raspberry,I like product and couldn't find it in stores anymore so was glad to<br />find it here and I enjoy it very much,0.98
50668,1,0.0,Female,2.0,0,22.0,3.0,8.0,145.08,Movie need popcorn,Good for my need plus it's says me the guess work. Taste good too!! it came to my door so fast it made me have movie night in the middle of the week,0.98
50669,0,10.0,Male,2.0,0,16.0,2.0,2.0,122.07,tasty addition,since trying quinoa is new I also added this item since it was in the recipe featured in the PHL Inquireer.<br />received it quickly and enjoyed the results!,0.94
50670,0,7.0,Male,2.0,0,17.0,1.0,4.0,177.56,great tasting noodles!,"I used to eat this all the time when I was a kid but unfortunately, they stopped producing it for a while. Then suddenly, its back again. I love it! Its really, really tasty :)",0.96
50671,0,10.0,Female,2.0,1,14.0,1.0,0.0,166.94,Substitute in any recipe!,"This is a great item to keep on hand for the gluten free home. We have found that the pancakke mix creates great cookies and can be substituted in almost any cake style recipe. Our favorit is cream cheese coffee cake and at a close second are bannana muffins.If you are gluten free and starving for carbs this is a great way to get it done quick and easy. My gluten eating relitives prefer the pancakes, waffels, and cookies and make special requests.",0.97
50672,1,0.0,Male,2.0,1,15.0,5.0,6.0,136.91,tastes good and good for you,"the orange flavor is pretty good and is carbonated, and its 1/3 the price of what i pay for it at the gym i go to.",0.97
50673,1,0.0,Male,2.0,0,20.0,1.0,0.0,123.77,My dogs adore these!,"All three of my dogs get VERY excited about these, even my one super-finicky dog! The ingredients on the bag are: corn starch, glycerin, soya proteins, rice flour, palatable agent (Saccaromyces cerevisiae), sorbitol, corn derivatives, water, potassium sorbate, chlorhexidine digluconate. The bag says they are made in Vietnam. They can be broken in half if they are too big for your dog. Compared to other similar dog chews/treats on the market, these seem like a pretty good value to me.",0.94
50674,1,10.0,Male,2.0,1,20.0,2.0,2.0,123.13,Anthon Berg Chocolates,This product was deliviered in a reasonable amount of time.  It came in good quality and I would order again.  =),0.98
50675,0,15.0,Male,2.0,0,17.0,13.0,7.0,276.65,"The Best Money can Buy for your Cat, Next to Homemade - Revised for Turkey","I like to provide variety for the cats, however, I like to stick with single protein sources.  So in addition to <a href=""http://www.amazon.com/gp/product/B000WFORH0"">Wellness Canned Cat Food for Adult Cats, Chicken Formula (Pack of 12 12.5 Ounce Cans)</a>, I also get this one to add on with a higher protein diet.<br /><br />I have 3 cats, one is now 17 years old.  I started using this shortly after the pet food recalls in 2007.  The lack of Grains, and real meat (not the processed kind you find in the grocery store), is what promotes the health of your pet carnivore.<br /><br />While there are some veggies, the smell will tell you the amount of meat in this product.  I supplement with one serving from <a href=""http://www.amazon.com/gp/product/B0012PZ7U0"">Holistic Select Feline Radiant Adult and Kitten Health Chicken Meal Recipe Dry Cat Food, 3-Pound Bag</a>.<br /><br />The cats ages range currently from 7 to 17.<br /><br />Edit to Add: I have revised my feeding schedule to reflect the recent Wellness Recalls.  Wellness is still a part of my rotation, but I feed different varieties of canned food during the foreseeable future.<br /><br /><a href=""http://www.amazon.com/gp/product/B001TM70WY"">Weruva Green Eggs & Chicken Cat Food, 5.5-Ounce Cans (Pack of 24)</a><br />Wellness Adult Turkey Canned Cat Food (I prefer the Chicken, but until it reappears, this will do just as well).<br /><a href=""http://www.amazon.com/gp/product/B000WFMCCM"">Felidae Canned Cat Food for Adult Cats and Kittens, Chicken and Rice Formula in Chicken Broth (Pack of 12 13 Ounce Cans)</a><br /><a href=""http://www.amazon.com/gp/product/B000F74248"">Innova Cat and Kitten Formula Canned Cat Food</a> (I had used it in 2007, and decided it wouldn't hurt them in a rotation.  Its the only wet food that contains some fish).<br /><a href=""http://www.amazon.com/gp/product/B0012PZ7U0"">Holistic Select Feline Radiant Adult and Kitten Health Chicken Meal Recipe Dry Cat Food, 3-Pound Bag</a><br /><br />I feed a little dry first thing in morning every day.  Then 1/2 can of one flavor, remainder placed in refrig plastic lid.  Then 1/2 can of another flavor, same storage.  The next day, those cans are used up by adding a little hot water and nuking from 5 to 8 secs (this depends on your microwave and amount of food).  The next day, we have 5.5 oz can of Weruva split between 3 cats, and 1/2 can of the last flavor.  The next day we have another 5.5 oz can, and the remainder of the previous can.  That is four days, fifth day we are back to the beginning.<br /><br />I can verify 100% that their health improved greatly after switching from the cheap, grocery store dry.  Its the only reason Baby Girl is still alive.  If you can't afford heavy vet bills, put your pets on this and some money into savings, in lieu of the overpriced pet insurance.<br /><br />PS - some have preferred to add <a href=""http://www.amazon.com/gp/product/B002CJAOR6"">Friskies Cat Food Classic Pate, Turkey & Giblets Dinner, 5.5-Ounce Cans (Pack of 24)</a> to rotation, to keep the cost low in more multiple cat households.  It has no glutens, but does use meat by products.",0.49
50676,1,0.0,Male,2.0,0,15.0,1.0,0.0,125.96,Gotta Love Pez,You can not go wrong with Pez candy - the variety packs are the best way to go because you have 4 different flavors in each individual sleeve of candy!,0.98
50677,1,13.0,Male,2.0,1,14.0,1.0,0.0,147.28,Great Product,"My firstborn was allergic to milk so he used this product. As a precaution we used this for the second child also. Very easy on the stomach, great, reliable, easy to use. I searched the internet for the best price on this product and found that Amazon had the best price plus free shipping so I don't have to haul it home from the store.",0.94
50678,0,6.0,Female,1.0,0,17.0,1.0,2.0,143.02,"Love them for cycling, but wish there was more variety of non-caffeinated GU energy gels.",I have used these for several months in road cycling.  I wish there were more of a variety of non-caffeinated GU energy gels (Lemon Sublime and Strawberry Banana only).,0.58
50679,0,7.0,Male,3.0,0,17.0,1.0,0.0,129.79,"Wow, Im Addicted...But It's Great","What a wonderful product!<br />I can drink it all times of the day, so obviously the original Sleepytime Tea causes no real drowsiness.<br /><br />I start my day with the tea and end it with the tea.<br />It makes me so relaxed and it's healthier then smoking..lol<br /><br />It's also made me a fan of sugarless tea.<br />Never again will I go back to sweet tea or terriable diet sodas!<br /><br />Try some Sleepytime Tea if you love tea! The flavor is amazing and very smooth as well as unique. It's great hot or cold!<br />You will not be dissappointed.",0.99
50680,0,21.0,Male,2.0,0,22.0,2.0,1.0,268.85,Weird aftertaste,"I tried the drink cold first but didn't enjoy the taste much.  I could taste the espresso; however, there was also an odd aftertaste--perhaps the carrageenan acting as an emulsifier.  Some people can taste the seaweed and other additives while others can't, so that could explain the ratings discrepancies based on taste.  To me, the drink was also kind of weak and blah.  I'm not sure how to explain it.  What's with the ""do not shake"" instructions?  It isn't carbonated.  Probably the emulsification factor again.  After trying the drink cold, I heated it up, which defeats the purpose of a cold can of coffee to go, but whatever.  It was actually a little better warmed but not enough for me to buy it in the future.<br /><br />Pros: Only 100 calories, 1.5 grams fat, 100% natural Arabic beans, no preservatives (which means keep it cool and dark and use by the expiration date), and convenient size for purses, briefcases, desk drawers, etc.<br /><br />Cons: 18 grams of sugar!, taste, storage requirements, expense",-0.68
50681,0,18.0,Female,3.0,0,13.0,4.0,12.0,155.93,My dogs favorite treat,I use to be able to find these treats local and my two very picky chihuahuas love them more than any other treat and i have tried many. I consider these a must have item at a reasonable price.,0.98
50682,0,25.0,Male,2.0,0,19.0,4.0,0.0,204.45,what a strange idea,"Well when I ordered this product for my dogs I had high hopes that this would be something that they might like.  The concept is that the product looks like a deodorant roll on...if you remember those.  You take the top off, and then there is a roll over which the gravy-like product is dispensed.  The gravy is thick and difficult to get to start dispensing.  Once it does start coming out of the sides of the roller ball, the process of it coming out is inconsistent.  Sometimes it comes out slowly,  then sometimes you have to shake the bottle a  good bit to encourage the gravy to come out around the roll.  This usually means that you are having to futz around with this dog treat much more than you would like to have to.  The dogs also got a little discouraged with the process as well.  They would actually walk off and give up on me with a frustrated look on their face as if to say that this was hardly worth it.",0.53
50683,0,11.0,Male,3.0,1,14.0,2.0,7.0,187.4,Great Gummies!!,"I have been a fan of Haribo's gummy bears for the longest time but I happen to stumble upon these and gave them a try.  Wow, what a pleasant surprise! They are big, chewy (not hard) and very flavorful especially for being sugar-free.  I watch my weight so these are perfect but beware you can't just eat one...very addicting!!  Give them a try!",0.99
